name,inhabitedSince,inhabitedUntil,name_local,civilizations,wikipedia,wikidata,link,desc,name.no,name.id,name.eo,name.bg,name.be,old_name,religion,denomination,name.ckb,description.hu,wiki.en,name.zh,inscription,historic.period,name.ka,description.de,name.ko,name.he3,url,access,layer,addr.city,name.ku,alt_name.ar,name.la,alt_name.el,website1,whc.inscription_date,whc.criteria,ref.whc,designation,name.ml,name.he1,name.ro,image_2,image_1,reference,name.hy,man_made,description.en,place,name.vi,name.tr,name.sl,name.pl,name.nl,name.mn,name.ja,name.fi,int_name,mapillary,alt_name.he,alt_name.en,name.hu,heritage,name.lt,historic.era,old_name.fr,image6,image5,image4,image2,wikipedia.en,start_date,site_type,short_name.cs,name.uk,name.sr,name.pt,name.it,name.es,name.ca,name.br,historic.civilization,alt_name.cs,name.en6,name.en5,name.he2,website,name.cs,name.en4,name.en3,natural,ele,name.ar1,name.en2,name.en1,image3,image1,image,description.he,description,name.fr,name.ar,name.he,name.en,name.ru,name.de,is_in,name.el,alt_name,name.pa,name.mr,name.kn,name.hi,name.gu,name.bn,wpt_description
מבצר מונפורט,,,,,he:מונפור (מבצר),Q14201945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/IHM_מבצר_מונפורט_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/89/IHM_מבצר_מונפורט_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/6/67/IHM_מבצר_מונפורט_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/db/Israel_Hiking_Map_מבצר_מונפורט_1.jpeg,,,,,,,,,,,,,,,,,,,,Starkenburg,,,,Qalaat el Qourein,Monfor,https://upload.wikimedia.org/wikipedia/commons/f/fd/IHM_מבצר_מונפורט.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4b/%D7%9E%D7%91%D7%A6%D7%A8_%D7%9E%D7%95%D7%A0%D7%A4%D7%95%D7%A8%D7%98_%D7%91%D7%96%D7%A8%D7%99%D7%97%D7%94.JPG,https://upload.wikimedia.org/wikipedia/commons/7/72/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%9E%D7%95%D7%A0%D7%A4%D7%95%D7%A8%D7%98.jpeg,שרידי מבצר צלבני על ראש הגבעה. שווה את העליה אם אתם מטיילים בנחל כזיב.,שרידי מבצר צלבני על ראש הגבעה. שווה את העליה אם אתם מטיילים בנחל כזיב.,Montfort,,מבצר מונפורט,Montfort,,,,,,,,,,,,
תל שלווים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Shalwim,,,,,,,,תל שלווים,Tel Salwim,,,,,,,,,,,,
תל תורמוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תל תורמוס,Tel Turmus,,,,,,,,,,,,
Tel Hamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תל חמיד,Tel Hamid,,,,,,,,,,,,
תל בד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayyad,Tall Al Baiyad,,,,,,,,תל בד,Tel Bad,,,,,,,,,,,,
בניאס,,,,,en:Banias,Q606295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Césarée de Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baniyas,بانياس,בניאס,Banias,,,,,,,,,,,,
Soloi,,,,,,Q1757296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kiprguru.com/project/%d0%b4%d1%80%d0%b5%d0%b2%d0%bd%d0%b8%d0%b9-%d0%b3%d0%be%d1%80%d0%be%d0%b4-%d1%81%d0%be%d0%bb%d0%b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choirokoitia Neolithic Settlement,,,,,en:Khirokitia,Q385086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeologinė vietovė,neolithic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Археопарк Хирокития,,,,,,,,,,,
Ligrin tou Digeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tall adh-Dhahab (West),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kral Mezarları,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vouni Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kiprguru.com/project/%d0%b4%d0%b2%d0%be%d1%80%d0%b5%d1%86-%d0%b2%d1%83%d0%bd%d0%b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
باب المعبد الغربي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porte Ouest du Temple,باب المعبد الغربي,,Western Temple Gate,,,,,,,,,,,,
باب المعبد الشرقي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Temple Gate,باب المعبد الشرقي,,Eastern Temple Gate,,,,,,,,,,,,
الباب الروماني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porte Romaine,الباب الروماني,,Roman Gate,,,,,الباب الروماني,,,,,,,
Aspendos,,,,,tr:Aspendos,Q633757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аспендос,,,,,,,,,,,
Monastiraki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הרודיון,,,,,en:Herodium,Q913099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الفرديس,הרודיון,Herodion Ruins,,,,,,,,,,,,
The Roman Stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الادراج الرومانية,,,,,,,,,,,,,,
Roman Forum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الاثار الرومانية,,Roman Forum,,,,,,,,,,,,
منطقة أثرية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/IHM_מערות_קבורה_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/56/IHM_מערות_קבורה.jpeg,מערות קבורה מרשימות עם משקוף מעוטר,מערות קבורה מרשימות עם משקוף מעוטר,,منطقة أثرية,מערות קבורה,Historical Graves,,,,,,,,,,,,
Roman Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المدرج الروماني,,Roman Theatre,,,,,,,,,,,,
Zawata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,منطقة اثرية,,,,,,,,,,,,,,
Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اعمدة,,Columns,,,,,,,,,,,,
العروب القديمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,العروب القديمة,,Old Al-Arroub,,,,,,,,,,,,
بيوت قديمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت قديمة,,Old Houses,,,,,,,,,,,,
Roman Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت رومانية,,Roman Houses,,,,,,,,,,,,
بيوت قديمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت قديمة,,Old Houses,,,,,,,,,,,,
Old Mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المسجد القديم,,,,,,,,,,,,,,
قبر النبي صالح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قبر النبي صالح,,An Nabi Salih Grave,,,,,,,,,,,,
قصر هشام,,,,,he:ח'רבת אל-מפג'ר,Q2456319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palais d'Hisham,قصر هشام,חורבת אל-מפג׳ר,Qasr Hisham,,,,,,,,,,,,
Kur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مبنى اثري,,,,,,,,,,,,,,
Old THeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مسرح قديم,,,,,,,,,,,,,,
Ariassos,,,,,en:Ariassos,Q656882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Άριασσός,Ariassus,,,,,,,
Squar Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imhotep Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serapheum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szerafeum,1,,,,,,,,,,necropolis,,,,,,,,,ancient_egyptian,,,,,,,,,,,,,,,,,,,,,,,Серапиум,,,,,,,,,,,
המקדש הכלכוליתי,,,,,en:Chalcolithic Temple of Ein Gedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Israel_Hiking_Map_המקדש_הכלכוליתי.jpeg,,,,معبد نحاسي,המקדש הכלכוליתי,Chalcolithic Temple,,,,,,,,,,,,
השער הכנעני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שער אברהם,Abraham's Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,השער הכנעני,Canaanite Gate,,,,,,,,,,,,
Little Petra,,,,,,Q2284751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/5SG_aXERO-PQdqPmLbXaBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d1cuyjsrcm0gby.cloudfront.net/5SG_aXERO-PQdqPmLbXaBA/thumb-2048.jpg,,,,,,,,,,,,,,,,,,
النبي داوود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En Nabi Daoud,النبي داوود,,En Nabi Daoud,,En Nabi Daoud,,,"An Nabi Dawud,An Nabī Dāwūd, En Nabi Dâoûd",,,,,,,
Kings Tomb 8,,,,,en:Tombs of the Kings (Paphos),Q1796353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 8,,Paphos,,,,,,,,,
Kings Tomb 5,,,,,en:Tombs of the Kings (Paphos),Q1796353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 5,,Paphos,,,,,,,,,
Kings Tomb 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 9,,Paphos,,,,,,,,,
Kings Tomb 3,,,,,en:Tombs of the Kings (Paphos),Q1796353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 3,,Paphos,,,,,,,,,
Kings Tomb 4,,,,,en:Tombs of the Kings (Paphos),Q1796353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 4,,Paphos,,,,,,,,,
Kings Tomb 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,
Kings Tomb 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karalių kapai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,
Qaşr Dabbāgh,,,قصر دباغ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قصر دباغ,,,,,,,,Qasr Dabbagh,قصر دباغ,,Qasr Dabbagh,,Qasr Dabbagh,"Syria, الجمهورية العربية السورية ، سوريا",,قصر دباغ,,,,,,,
تل ضهر الشويرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tell Chuera, Tell Dahr ech Choueira, Tell Dahr ech Choueïra, Tall Ḑahr ash Shuwayrah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peak,,تل ضهر الشويرة,,,,,,,,Tell Chuera,تل ضهر الشويرة,,Tall Dahr ash Shuwayrah,,Tall Dahr ash Shuwayrah,"Syria, الجمهورية العربية السورية ، سوريا",,تل ضهر الشويرة,,,,,,,
حبوبة الكبيرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habbouba Kebire, Habboûba Kébîré, Habbubah Kabir, Habbubah al Kabir, Ḩabbūbah Kabīr, Ḩabbūbah al Kabīr, Ḩabbūbah al Kabīrah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حبوبة الكبيرة,,,,,,,,Habbubah al Kabirah,حبوبة الكبيرة,,Habbubah al Kabirah,,Habbubah al Kabirah,"Syria, الجمهورية العربية السورية ، سوريا",,حبوبة الكبيرة,,,,,,,
תל בורגה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תל בורגה,Tel Burga,,,,,,,,,,,,
قصر الأزرق‎,,,,,en:Qasr Azraq,Q2121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,castle,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قصر الأزرق‎,,Qasr Al-Azraq,,,,,,,,,,,,
חורבת יונים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"חרבת יונים-חרבת אל חמאמה
שרידי מבנים וכנסייה, כולל מערת פעמון, מערת קולומבריום ובורות מים.
במקום נמצא בשנת 2003 אוצר מטבעות זהב גדול מהתקופה הביזנטית.","חרבת יונים-חרבת אל חמאמה
שרידי מבנים וכנסייה, כולל מערת פעמון, מערת קולומבריום ובורות מים.
במקום נמצא בשנת 2003 אוצר מטבעות זהב גדול מהתקופה הביזנטית.",,,חורבת יונים,Khirbat el Hammam,,,,,,,,,,,,
חורבת כפר ביש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת כפר ביש,Horbat Kfar Bish,,,,,,,,,,,,
Yazılıkaya,,,,,en:Yazılıkaya,Q529923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaziliskaja,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Язылыкая,,,,,,,,,,,
Latrinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדת,,,,,he:עבדת,Q791665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avdat,Avdat,Avdat,Oboda,Avdat,Авдат,アヴダト,Avdat,,,,,,,Avdatas,,,,,,,,,,,Авдат,,Obodate,Avdat,Avdat,,,,,,,,,Avdat,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Israel_Hiking_Map_%D7%A2%D7%91%D7%93%D7%AA.jpeg,,,Avdat,,עבדת,Avdat,Авдат,Avdat,,,,,,,,,,
מבצר נמרוד,,,,,,Q1404704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/89/IHM_מבצר_נמרוד_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8e/IHM_מבצר_נמרוד_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/IHM_מבצר_נמרוד_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/55/IHM_מבצר_נמרוד.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%A0%D7%99%D7%9E%D7%A8%D7%95%D7%93.jpeg,,,Forteresse de Nimrod,قلعة الصبيبة,מבצר נמרוד,Nimrod Fortress,,Burg Nimrod,,,,,,,,,,
תל צובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peak,769,,,,,,,תל עתיק שרידי מבצר צלבני. נקודת תצפית מרהיבה על הרי ירושלים.,תל עתיק שרידי מבצר צלבני. נקודת תצפית מרהיבה על הרי ירושלים.,,,תל צובה,Tel Tzoba,,,,,,,,,,,,
רוג'ום אל הירי,,,,,he:גלגל רפאים,Q1914227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rujum el Hiri,,,,,,,,Rujm el-Hiri,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/IHM_רוג'ום_אל_הירי_2.jpeg,,,megalith,,,,,,,,,,,,,גלגל רפאים,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/IHM_רוג'ום_אל_הירי_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/bf/IHM_רוג'ום_אל_הירי.jpeg,,,Rujm el-Hiri,رجم الهري,רוג'ום אל הירי,Rujum el Hiri,Колесо духов,,,,,,,,,,,
מבצר הורקניה,,,,,he:הורקניה (מבצר),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%94%D7%95%D7%A8%D7%A7%D7%A0%D7%99%D7%94.jpeg,"הורקניה היא מבצר עתיק במדבר יהודה מתקופת החשמונאים והורדוס. במקום נמצאים גם שרידי כנסייה מהתקופה הביזנטית ואמות מים.

","הורקניה היא מבצר עתיק במדבר יהודה מתקופת החשמונאים והורדוס. במקום נמצאים גם שרידי כנסייה מהתקופה הביזנטית ואמות מים.

",,,מבצר הורקניה,Hurkania,,,,,,,,,,,,
Karatepe,,,,,en:Karatepe,Q1729026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kara Tepe;Azatiwataya;Azatiwata,,,,,,,
Laodicea,,,,,en:Laodicea on the Lycus,Q849709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лаодикея на Лике,,,,,,,,,,,
Termessos - Cisterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Термессос - Цистерны,,,,,,,,,,,
Termessos - Corinth Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Termessos - Rock Tombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת עקב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horvat Aqav (Hirbet Mantzur al-Aqav) are archaeological remains located at the highest point of Ramat Hanadiv. The compound was used as living quarters during two main periods: the Second Temple Period and the Byzantine Period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/IHM_חורבת_עקב_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/90/IHM_חורבת_עקב.jpeg,"חורבת עקב הוא שמה העברי של ח’רבת מנצור אל-עקב, שרידים ארכיאולוגיים של מתחם הנמצא בנקודה הגבוהה ביותר ברמת הנדיב, על המצוק הדרום-מערבי של הכרמל. המתחם שימש למגורים בשתי תקופות עיקריות: בית שני והתקופה הביזנטית.","חורבת עקב הוא שמה העברי של ח’רבת מנצור אל-עקב, שרידים ארכיאולוגיים של מתחם הנמצא בנקודה הגבוהה ביותר ברמת הנדיב, על המצוק הדרום-מערבי של הכרמל. המתחם שימש למגורים בשתי תקופות עיקריות: בית שני והתקופה הביזנטית.",,,חורבת עקב,Horvat Akav,,,,,,,,,,,,
أهرام أبو صير,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,"Ahrāmāt Abū Şīr, Ahramat Abu Sir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abúsír,,,,,أهرام أبو صير,,,,,,,,Ahramat Abu Sir,أهرام أبو صير,,Ahramat Abu Sir,,Ahramat Abu Sir,,,أهرام أبو صير,,,,,,,
مصطبة مروروكة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave_yard,,,,,,,,,,,"Maṣṭaba of Meruduka,",,,,,yes,,,,,,,,,,,,,,,,,,,ancient_egyptian,,,,,,,,,,,مصطبة مروروكة,,,,,,,,Mastaba of Meruduka,مصطبة مروروكة,,Mastaba of Meruduka,,Mastaba of Meruduka,,,مصطبة مروروكة,,,,,,,
